,KENYA NAIROBI SE (NSE20) - PRICE INDEX,KENYA NAIROBI SE ALL SHARE - PRICE INDEX,FTSE/JSE ALL SHARE - PRICE INDEX,EGX 100 IDX - PRICE INDEX,EGX 20 CAPPED IDX 'DEAD' - PRICE INDEX,EGX 70 IDX - PRICE INDEX,BRVM COMPOSITE - PRICE INDEX,BRVM TOP TEN - PRICE INDEX,GHANA COMPOSITE GSE-CI - PRICE INDEX,MAURITIUS SE SEM 10 - PRICE INDEX,MOROCCO ALL SHARE (MASI) - PRICE INDEX,NIGERIA SE 30 INDEX - PRICE INDEX,NIGERIA ALL SHARE - PRICE INDEX,ZM LUSAKA SE ALL SHARE INDEX NADJ,BOTSWANA SE DMS COS. IDX. - PRICE INDEX,TUNISIA TUNINDEX - PRICE INDEX,TUNISIA TUNINDEX 20 - PRICE INDEX
CURRENCY,KS,KS,R,E?,E?,E?,,,,,,,,,,,
07-10-09,2986.83,65.84,25298.97,1369.62,7725.14,901.37,134.17,146.55,NA,373.36,10883.84,NA,22968.21,,6923.06,4087.27,NA
08-10-09,2987.2,65.84,25528.4,1349.54,7708.54,884.5,134.02,146.35,NA,373.58,10898.98,NA,23147.9,,6942.1,4127.54,NA
09-10-09,2983.38,65.71,25380.05,1360.19,7797.53,890.7,133.91,146.19,NA,374.92,10915.88,NA,23271.69,,6984.36,4146.51,NA
12-10-09,2961.01,65.62,25630.16,1342.96,7862.96,874.19,133.78,146.19,NA,375.26,10925.64,NA,23337.04,,6984.36,4188.07,NA
13-10-09,2976.8,65.89,25670.29,1311.82,7858.68,848.88,133.95,146.12,NA,381.18,10903.17,NA,23206.35,,6988.99,4182.19,NA
14-10-09,2969.15,65.9,26056.41,1335.1,8060.82,862.66,136.28,149.54,NA,391.85,10866.12,NA,22985.05,,7015.81,4182.88,NA
15-10-09,3001.21,65.9,26182.65,1339.59,8151.31,863.49,133.56,145.63,NA,392.83,10988.13,NA,22560.43,,7018.41,4176.08,NA
16-10-09,3031.79,66.71,25997.65,1331.43,8059.06,857.66,133.84,146.19,NA,393.9,10990.7,NA,22293.53,,7018.41,4176.34,NA
19-10-09,3042.42,66.93,26425.06,1352.06,8189.29,871.67,133.77,146.1,NA,394.06,10999.4,NA,22478.48,,7021.24,4182.03,NA
20-10-09,3042.42,66.93,26444.03,1349.24,8227.75,867.14,133.87,146.23,NA,390.44,11002.12,NA,22758.77,,7054.75,4194.27,NA
21-10-09,3031.1,66.74,26564.65,1341.31,8142.95,861.88,133.79,146.12,NA,387.24,10802.23,NA,22536.87,,7094.65,4146.11,NA
22-10-09,3049.99,66.97,26731.89,1344.05,8171.89,862.39,134.2,146.72,NA,385.49,10830.43,NA,22589.35,,7098.02,4082.08,NA
23-10-09,3044.44,66.97,26802.07,1344.54,8242.42,860.27,133.98,146.72,NA,384.34,10852.42,NA,22653.17,,7088.27,4113.41,NA
26-10-09,3057.23,67.25,26910.08,1336.92,8309.5,851.67,133.83,146.51,NA,388.17,10849.14,NA,22372.66,,7081.76,4137.78,NA
27-10-09,3043.22,67.09,26518.72,1318.41,8265.04,838.61,133.73,146.58,NA,385.35,10806.61,NA,22100.31,,7033.14,4104.55,NA
28-10-09,3047.87,67.16,26056.48,1291.39,8173.85,818.25,133.59,146.57,NA,380.61,10735.36,NA,22099.58,,7033.14,4102.64,NA
29-10-09,3066.01,67.37,26549.41,1259.95,8006.43,798.8,133.54,146.57,NA,374.55,10698.72,NA,21971.01,,7033.14,4087.71,NA
30-10-09,3083.63,67.68,26360.55,1226.88,7798.88,778.14,133.52,146.57,NA,376.94,10775.76,NA,21804.69,,7011.16,4060.47,NA
02-11-09,3082.92,67.84,26112.73,1235.8,7876.24,783.78,133.33,146.57,NA,376.94,10786.2,NA,21665.46,,7011.16,4024.9,NA
03-11-09,3081.07,67.65,25755.6,1168.53,7620.65,736.55,132.6,145.68,NA,375.39,10765.83,NA,21263.3,,7310.09,4021.14,NA
04-11-09,3076.44,67.54,25924.5,1174.19,7671.54,740.74,132.01,144.87,NA,372.28,10728.56,NA,21202.59,,7310.09,4045.2,NA
05-11-09,3077.11,67.52,25897.8,1155,7569.99,728.21,132.57,145.78,NA,370.4,10651.87,NA,21318.78,,7310.09,4061.3,NA
06-11-09,3089.44,68.12,25933.45,1190.4,7710.46,753.99,132.28,145.39,NA,369.74,10651.87,NA,21517.29,,7310.09,4068.18,NA
09-11-09,3082.36,68.23,26345.01,1208.23,7748.5,768.01,131.71,144.58,NA,367.68,10585.16,NA,21366.97,,7303.5,4069.25,NA
10-11-09,3094.13,68.21,26375.93,1228.96,7913.25,780.62,131.1,143.76,NA,371.33,10642.43,NA,21212.96,,7303.5,4108.14,NA
11-11-09,3114.53,68.37,26662.54,1228.07,7925.43,779.78,129.87,142.03,NA,375.11,10554.18,NA,21204.51,,7308.02,4104.36,NA
12-11-09,3131.47,68.41,26687.98,1208.43,7759.43,769.16,130.27,142.59,NA,378.34,10444.43,NA,21204.58,,7331.47,4097.65,NA
13-11-09,3136.89,68.43,26695.24,1199.39,7687.53,763.51,130.53,142.99,NA,379.12,10405.54,NA,21349.18,,7340.95,4119.37,NA
16-11-09,3142.3,68.49,27104.29,1185.4,7696.38,752.43,130.55,143.02,NA,377.68,10297.6,NA,21466.54,,7349.58,4114.39,NA
17-11-09,3141.66,68.38,27246.4,1146.17,7494.87,725.02,130.85,143.44,NA,376.13,10243.31,NA,21395.04,,7349.58,4102.53,NA
18-11-09,3112.8,68.38,27210.64,1130.62,7296.65,717.04,131.16,143.82,NA,375.61,10243.31,NA,21467.26,,7370.09,4092.8,NA
19-11-09,3111.95,68.86,27059.21,1124.29,7238.15,712.52,131.21,143.88,NA,376.13,10338.46,NA,21568.28,,7386.76,4095.95,NA
20-11-09,3132.62,69.76,26929.25,1118.3,7286.17,704.84,131.91,143.99,NA,375.77,10291.72,NA,21635.36,,7447.42,4099.63,NA
23-11-09,3156.65,70.75,27423.47,1119.02,7351.43,701.79,132.04,144.19,NA,375.98,10300.76,NA,21508.59,,7445.41,4096.55,NA
24-11-09,3156.71,70.56,27377.54,1120.39,7398.27,700.9,131.96,143.95,NA,373,10263.15,NA,21322.66,,7458.03,4099.9,NA
25-11-09,3188.71,71.55,27489.24,1122.92,7436.43,700.88,131.94,143.95,NA,370.4,10284.79,NA,21217.77,,7464.76,4101.02,NA
26-11-09,3191.93,72.08,27025.61,1122.92,7436.43,700.88,131.94,144,NA,364.65,10312.98,NA,21217.77,,7466.23,4107.89,NA
27-11-09,3197.84,72,26808.74,1122.92,7436.43,700.88,131.94,144,NA,358.56,10300.67,NA,21217.77,,7472.73,4107.89,NA
30-11-09,3189.55,71.29,26894.74,1052.36,6845.68,658.74,132.21,144,NA,359.01,10208.45,NA,21010.29,,7508.72,4107.41,NA
01-12-09,3176.45,71.02,27277.5,1070.47,7040.27,667.15,131.87,143.53,NA,359.07,10200.99,NA,20817.6,,7499,4092.88,NA
02-12-09,3174.22,70.93,27429.76,1092.73,7204.79,680.94,131.88,143.53,NA,361.02,10202.46,NA,20976.45,,7486.77,4077.39,NA
03-12-09,3170.51,70.51,27314.09,1109.29,7338.37,689.37,131.87,143.89,NA,364.04,10120.42,NA,21053.54,,7487.68,4092.51,NA
04-12-09,3184.55,70.17,27390.31,1100.91,7339.4,682.9,132.36,144.58,NA,367.26,9997.56,NA,21374.41,,7488.17,4109.23,NA
07-12-09,3186.64,71.55,27144.49,1088.97,7276.65,673.32,132.35,144.56,NA,368.75,10070.07,NA,21381.83,,7485.46,4119.58,NA
08-12-09,3192.04,69.81,26990.92,1086.4,7305.16,669.04,132.16,144.41,NA,370.38,10156.98,NA,21054.59,,7449.85,4155.3,NA
09-12-09,3192.98,69.83,26730.06,1052.04,7039.43,647.62,131.57,143.66,NA,369.5,10189.56,NA,20900.53,,7429.79,4188.13,NA
10-12-09,3181.76,70.14,26901.28,1056.37,7121.43,648.12,131.28,143.37,NA,364.62,10362.8,NA,20795.49,,7378.73,4204,NA
11-12-09,3152.22,70.16,27108.89,1103.42,7559.03,670.08,131.28,143.37,NA,365.14,10488.9,NA,20659.09,,7351.94,4238.94,NA
14-12-09,3147.43,70.02,27240.75,1109.03,7634.79,672.71,131.69,143.95,NA,362.58,10469.24,NA,20618.71,,7336.89,4213.39,NA
15-12-09,3164.24,70.38,27098.45,1104.42,7503.41,672.61,131.31,143.32,NA,358.71,10389.88,NA,20628.92,,7334.7,4215.37,NA
16-12-09,3174.73,70.59,27098.45,1102.13,7497.93,670.01,131.35,143.41,NA,360.88,10407.12,836.28,20558.69,,7322.91,4244.46,NA
17-12-09,3186.76,70.82,27130.01,1097.21,7504.3,666.92,131.7,143.95,NA,359.77,10386.67,838.7,20640.03,,7307.2,4244.46,NA
18-12-09,3194.6,70.82,27346,1099.25,7523.52,668.04,133.14,145.88,NA,358.61,10386.67,841.65,20722.64,,7275.02,4244.46,NA
21-12-09,3184.21,70.48,27495.42,1087.08,7436.95,659.68,133.01,145.61,NA,357.74,10395.96,839.53,20601.99,,7261.79,4243.8,NA
22-12-09,3199.79,70.62,27621.93,1077.18,7465.74,650.48,132.89,145.56,NA,358.98,10446.09,826.24,20438.93,,7235.91,4227.72,NA
23-12-09,3189.59,70.62,27607.92,1072.73,7421.12,648.09,132.84,145.53,NA,362.87,10423.94,829.26,20528.82,,7225.46,4235.03,NA
24-12-09,3209.67,71.27,27580.22,1078.16,7405.11,653.89,132.57,144.99,NA,363.23,10414.45,829.26,20528.82,,7219.55,4252.1,NA
25-12-09,3209.67,71.27,27580.22,1067.3,7297.9,647.82,132.57,144.99,NA,363.23,10426.73,829.26,20528.82,,7219.55,4250,NA
28-12-09,3212.51,71.5,27888.91,1046.51,7162.23,632.88,132.69,144.95,NA,363.38,10431.99,839.59,20607.05,,7215.23,4257.86,NA
29-12-09,3235.89,71.75,27655.21,1061.75,7273.22,642.18,132.75,144.88,NA,360.65,10471.16,838.19,20580.77,,7254.28,4271.04,NA
30-12-09,3232.8,71.75,27475.25,1057.72,7216.12,641.21,131.98,143.7,NA,360.99,10522.55,836.02,20561.15,,7248.43,4287.05,NA
31-12-09,3247.44,71.64,27666.45,1059.33,7252.04,642.93,132.05,143.6,NA,360.75,10443.81,848.08,20827.17,,7241.89,4291.72,NA
01-01-10,3247.44,71.64,27666.45,1079.61,7327.29,657.92,132.05,143.6,NA,360.75,10443.81,848.08,20838.9,,7241.89,4291.72,NA
04-01-10,3261.17,71.89,27895.19,1090.59,7398.61,667.01,134.38,147,NA,359.68,10312.35,849.18,20838.9,,7241.56,4320.31,NA
05-01-10,3254.26,71.94,27998.87,1107.02,7519.97,678.8,133.88,146.54,NA,363.12,10291.75,854.66,20956.68,,7252.57,4404.72,NA
06-01-10,3266.53,72.75,28080.36,1117.13,7553.75,686.07,133.14,147.06,NA,365.15,10452.91,873.69,21246.21,,7246.82,4468.48,NA
07-01-10,3282.58,73.62,28017.81,1117.13,7553.75,686.07,130.92,143.94,NA,369.03,10720.49,882.72,21484.21,,7225.91,4508.51,NA
08-01-10,3303.56,73.85,28266.54,1133.82,7607.83,698.54,131.91,146.2,NA,370.42,10782.2,889.55,21658.69,,7206.57,4492.02,NA
11-01-10,3349.59,74.67,28346.78,1131.18,7591.79,697.11,133.01,147.92,NA,368.55,10782.2,903.52,22057.64,,7205.64,4503.94,NA
12-01-10,3344.54,75,28057.68,1136.28,7672.77,699.12,132.98,148.25,NA,369.41,10843.81,924.67,22518.74,,7159.35,4493.15,NA
13-01-10,3370.37,76.25,28067,1136.3,7690.05,698.17,133.78,149.25,NA,367.19,10778.57,917.49,22252.38,,7094.03,4484.53,NA
14-01-10,3426.41,78.14,28141.8,1100.04,7787.66,715.15,133.07,148.47,NA,364.77,10834.56,905.27,21944.94,,7107.37,4479.79,NA
15-01-10,3491.18,78.08,27929.22,1168.84,7817.57,721.62,132.42,147.54,NA,368.35,10810.91,911.29,22060.36,,7130.13,4514.09,NA
18-01-10,3545.82,80.45,28099.7,1180.79,7843.09,730.97,133.13,148.7,NA,366.96,10889.15,915.25,22183.8,,7128.51,4560.72,NA
19-01-10,3610.6,81.61,28086.66,1191.36,7955.82,736.23,131.98,146.95,NA,366.87,10988.93,916.92,22231.66,,7130.89,4559.09,NA
20-01-10,3639.99,80.85,27901.74,1192.16,8005.86,735.63,132.55,147.62,NA,366.07,11008,920.46,22241.18,,7233.72,4567.9,NA
21-01-10,3628.53,79.99,27489.85,1191.49,7989.62,736.8,132.4,147.59,NA,366.36,10973.54,917.32,22114.93,,7285.11,4586.18,NA
22-01-10,3628.68,79.82,27063.24,1163.87,7765.14,721.06,132.36,147.55,NA,364.02,10920.14,911.71,22030.18,,7298.45,4594.75,NA
25-01-10,3607.45,80.02,27080.04,1163.87,7765.14,721.06,132.31,147.27,NA,363.86,10903.03,916.82,22254.55,,7305.42,4614.73,NA
26-01-10,3607.14,79.99,26652.05,1155.41,7674.74,716.24,132.13,147.31,NA,363.1,10905.67,921.82,22431,,7321.9,4614.23,NA
27-01-10,3598.81,79.76,26802.13,1173.22,7717.85,730.21,129.93,144.26,NA,362.65,10940.81,923.7,22411.02,,7322.17,4619.6,NA
28-01-10,3572.39,78.95,26795.3,1197.3,7819.22,748.02,130.1,144.67,NA,364.29,10987.5,924.73,22539.83,,7324.23,4645.64,NA
29-01-10,3565.28,78.15,26675.95,1193.36,7821,747.62,131.85,147.22,NA,366.77,10928.44,923.7,22594.9,,7331.72,4671.12,NA
01-02-10,3579.27,77.94,26487.48,1204.96,7885.36,755.63,131.66,147.06,NA,366.77,10846.39,938,22865.16,,7418.27,4706.83,NA
02-02-10,3577.15,77.31,26812.25,1225.54,8022.35,770.99,131.98,147.78,NA,366.54,10909.92,950.97,23096.17,,7422.4,4692.95,NA
03-02-10,3583.56,78.43,26926.46,1229.54,8147.45,771.92,132.12,147.76,NA,366.72,10931.74,975.19,23595.59,,7423.24,4737.46,NA
04-02-10,3584.24,79.75,26318.36,1214.1,8090.37,759.21,132.96,148.93,NA,365.01,10901.99,982.83,23846.03,,7425.55,4738.21,NA
05-02-10,3599.4,79.98,25793.06,1208.04,7911.23,761.89,132.36,148.23,NA,361.24,10926.96,953.82,23226.28,,7429.58,4715.54,NA
08-02-10,3594.77,79.37,26041.96,1230.86,8076,777.2,132.08,147.84,NA,358.4,10949.26,944.2,22863.51,,7450.74,4743.04,NA
09-02-10,3604.95,79.33,26455.1,1223.84,8044.33,774.54,132.1,147.95,NA,358.26,11008.64,950.6,23011.96,,7461.75,4725.33,NA
10-02-10,3604.74,79.05,26359.17,1225.21,8036.57,780.06,132.36,148.05,NA,359.08,11019.41,960.13,23130.44,,7507.24,4712.45,NA
11-02-10,3591.02,79.05,26350.6,1228.22,8048.46,783.38,132.36,147.85,NA,358.53,10997.84,960.13,23040.12,,7589.23,4692.81,NA
12-02-10,3606.46,79.06,26262.41,1257.53,8126.39,809.48,131.43,146.58,NA,358.53,11097.27,958.16,22967.26,,7659.21,4693.72,NA
15-02-10,3600.47,78.83,26701.36,1248.2,8151.33,800.3,134.61,151.11,NA,352.97,11037.28,960.75,23061.41,,7675.98,4694.77,NA
16-02-10,3570.92,78.38,26939.8,1238.86,8214.2,787.34,132.86,148.89,NA,350.21,11040.29,961.12,23064.29,,7675.51,4703.12,NA
17-02-10,3520.92,77.34,27192.58,1221.73,8135.47,772.53,132.91,148.9,NA,349.01,11005.78,963.05,23023.1,,7692.11,4701.91,NA
18-02-10,3536.72,78.13,27280.58,1214.01,8014.54,772.35,134.02,150.84,NA,347.91,10976.46,965.65,23115.25,,7702.04,4681.53,NA
19-02-10,3553.99,78.49,27069.13,1199.67,7851.24,766.38,133.91,150.48,NA,350.01,11053.55,966.11,23168.64,,7698.77,4692.05,NA
22-02-10,3562.47,78.62,27284.16,1196.46,7839.12,765.16,135.18,152.03,NA,348.66,11076.56,956.16,23048.78,,7691.15,4704.07,NA
23-02-10,3596.21,78.69,27055.5,1169.79,7691.63,745.3,136.57,153.93,NA,347.46,11066.78,949.59,22957.25,,7696.15,4702.84,NA
24-02-10,3634.11,78.98,26933.08,1173.99,7745.76,746.94,137.02,154.44,NA,345.47,11035.94,956.68,23033.02,,7690.01,4691.49,NA
25-02-10,3627.3,79.16,26731.85,1191.92,7870.4,759.61,137.13,154.48,NA,343.47,11079.78,956.18,22985,,7688.76,4666.73,NA
26-02-10,3629.41,79.18,26764.61,1166.29,7783.56,739.94,137.13,154.48,NA,342.57,11079.78,956.18,22985,,7682.48,4666.73,NA
01-03-10,3621.04,79.33,27026.02,1157.51,7811.72,728.16,137.12,154.49,NA,339.65,11036.35,956.25,22995.75,,7684.69,4672.23,NA
02-03-10,3657.52,80,27371.92,1154.2,7842.61,724.97,136.67,153.88,NA,338.28,11000.12,959.03,23019.15,,7684.56,4665.81,NA
03-03-10,3666.53,80.4,27683.65,1165.71,7956.18,731.47,137.75,155.39,NA,335.54,11010.97,958.64,23003.57,,7669.87,4661.94,NA
04-03-10,3675.54,80.41,27774.1,1156.92,7967.9,722.37,135.61,152.71,NA,336.93,11032.87,957.33,22931.43,,7655.47,4655.72,NA
05-03-10,3706.8,80.63,27904.65,1153.93,7988.89,718.54,137.73,155.96,NA,342.59,10985.17,956.98,22923.91,,7603,4662.73,NA
08-03-10,3743.11,80.99,28116.69,1142.2,7945.36,707.5,137.82,155.99,NA,341.87,10991.85,967.19,23047.31,,7599.36,4669.43,NA
09-03-10,3810.74,81.59,27898.14,1119.92,7846.74,690.96,139.77,158.48,NA,345.37,11032.82,972.17,23196.19,,7564.95,4645.28,NA
10-03-10,3900.12,82.76,28087.67,1145.34,7937.74,713.87,139.52,157.91,NA,346.9,11011.94,980.81,23412.41,,7551,4663.47,NA
11-03-10,3964.86,83.29,27911.43,1149.97,7933.86,719.59,140.23,158.85,NA,347.44,11020.58,992.64,23666.33,,7544.53,4663.89,NA
12-03-10,4015.13,83.29,28262.4,1113.95,7755.5,692.15,140.58,159.04,NA,347.44,11021.88,1008.08,24141.71,,7462.12,4678.49,NA
15-03-10,4061.1,83.76,28032.87,1056.09,7438.02,647.85,140.86,158.97,NA,345.47,10966.64,1017.78,24447.85,,7441.22,4669.55,NA
16-03-10,4096.45,83.9,28252.59,1077.33,7556.63,661.94,140.69,158.73,NA,345.47,10938.64,1021.72,24447.85,,7427.39,4673.72,NA
17-03-10,4066.29,83.73,28530.94,1082.2,7651.44,661.1,141.48,159.85,NA,344.05,10948.43,1026.61,24504.58,,7441.14,4691.7,NA
18-03-10,4008.17,83.32,28806.14,1097.64,7697.19,671.79,141.45,159.85,NA,344.3,11013.44,1015.38,24262.34,,7441.93,4713.88,NA
19-03-10,3954.4,82.4,28544.15,1106.89,7637.73,681.78,141.56,159.91,NA,343.28,10984.99,1021.99,24517.88,,7428.16,4717.5,NA
22-03-10,3990.22,82.96,28544.15,1094.04,7616.95,667.47,141.69,160.38,NA,341.97,11008.1,1021.83,24673.55,,7435.38,4729.1,NA
23-03-10,4010.56,83.57,28451.01,1131.01,7795.43,691.17,142.21,161.18,NA,342.09,11008.3,1040.87,25005.63,,7438.64,4730.3,NA
24-03-10,4017.81,83.93,28401.68,1138.39,7864.08,695.76,142.5,161.81,NA,341.22,11040.84,1047.37,25015.71,,7436.19,4732.62,NA
25-03-10,4042.87,84.11,28555.53,1147.72,7904.66,703.46,142.46,161.81,NA,341.85,11032.75,1017.83,25126.2,,7437.02,4693.45,NA
26-03-10,4055.16,84.02,28583.45,1167.81,7995.89,719.29,142.28,161.75,NA,341.66,11228.49,1024.79,25322.87,,7425.53,4703.82,NA
29-03-10,4029.73,83.53,28705.82,1163.15,8001.64,715.91,143.08,162.85,NA,343.1,11444.54,1040.84,25836.29,,7446.6,4696.39,NA
30-03-10,4057.63,84.36,28735.26,1156.1,7975.11,710.86,142.36,161.76,NA,340.74,11585.72,1062.44,26411.97,,7454.65,4667.5,NA
31-03-10,4072.93,84.43,28747.56,1160.82,7966.44,715.2,143.11,163.03,NA,339.59,11418.77,1038.74,26114.41,,7477.67,4686.31,NA
01-04-10,4060.03,84.7,29020.02,1180.33,8030.6,731.9,142.98,162.91,NA,339.14,11337.93,1048.12,26219.74,,7486.56,4698.07,NA
02-04-10,4060.03,84.7,29020.02,1180.33,8030.6,731.9,143.06,163.04,NA,341.87,11353.56,1048.12,26219.74,,7486.56,4704.92,NA
05-04-10,4060.03,84.7,29020.02,1180.33,8030.6,731.9,143.06,163.04,NA,342.36,11352.12,1048.12,26219.74,,7486.56,4668.29,NA
06-04-10,4061.93,84.96,29367.74,1200.73,8232.49,742.42,143.03,162.94,NA,341.68,11331.57,1074.65,26716.7,,7479.33,4681.64,NA
07-04-10,4059.15,84.96,29265.17,1206.53,8317,745.26,146.35,167.67,NA,342.68,11398.55,1102.15,27216.03,,7484.75,4691.08,NA
08-04-10,4062.91,84.96,29030.38,1207.58,8428.53,743.61,146.2,167.44,NA,342.98,11404.96,1111.28,27489.72,,7472.54,4701.29,NA
09-04-10,4067.4,84.96,29357.5,1223.8,8598.73,751.62,147.24,169.16,NA,344.26,11394.1,1122.61,27700.11,,7476.16,4701.29,NA
12-04-10,4074.02,86.11,29210.09,1220.29,8644.63,748.75,148.15,170.49,NA,343.41,11441.62,1143.71,27941.91,,7483.22,4715.81,NA
13-04-10,4060.17,86.09,28941.83,1220.8,8551.69,752.6,149.21,171.91,NA,343.88,11523.87,1133.76,27590.95,,7482.67,4715.8,NA
14-04-10,4073.86,87,29499.7,1246.78,8741.28,768.71,149.56,172.43,NA,345.48,11558.73,1114.76,27254.61,,7475.26,4708.82,NA
15-04-10,4099.44,87.91,29565.1,1236.29,8709.73,763.16,148.86,172.22,NA,345.54,11633.9,1114.82,27376.91,,7463.4,4708.8,NA
16-04-10,4111.49,87.97,29054.4,1219.95,8541.3,757.77,149.02,172.67,NA,345.73,11966.51,1140.44,27988.71,,7458.26,4717.51,NA
19-04-10,4095.56,87.29,28731.02,1208.24,8507.96,749.72,151.98,177.04,NA,345.35,11957.36,1146.4,28029.78,,7462.6,4722.72,NA
20-04-10,4109.86,87.52,29012.46,1210.96,8656.49,748.44,152.4,178.4,NA,346.65,12137.95,1140.53,27628.8,,7441.46,4738.92,NA
21-04-10,4148.09,88.32,28938.78,1194.25,8714.23,732.94,153.98,179.74,NA,347.26,12038.45,1127.59,27515.02,,7527.3,4740.3,NA
22-04-10,4181.41,88.72,28822.34,1175.56,8600.15,722.49,152.85,178.01,NA,347.81,12097.68,1133.54,27486.62,,7510.6,4772.38,NA
23-04-10,4226.03,89.52,28931.4,1175.56,8600.15,722.49,153.33,177.97,NA,348.42,12135.52,1123.03,27400.21,,7500.46,4795.38,NA
26-04-10,4278.31,90.32,29309.47,1200.35,8766.69,736.17,152.39,176.53,NA,349.14,12155.7,1104.39,26952.11,,7476.5,4795.62,NA
27-04-10,4289.85,90.57,29309.47,1200.07,8772.86,737.84,152.4,176.64,NA,349.32,12193.5,1074.85,26263.67,,7479.34,4801.66,NA
28-04-10,4280.8,90.33,28524.78,1171.71,8634.78,718.74,150.29,173.38,NA,348.87,12213.48,1048.32,25607.3,,7514.57,4810.59,NA
29-04-10,4270.87,90.31,28716.27,1169.98,8590.59,717.65,148.05,170.02,NA,349.37,12280.65,1063.49,25789.53,,7528.04,4835.53,NA
30-04-10,4233.24,90.13,28635.76,1146.45,8376.5,702.62,146.73,168.08,NA,349.37,12286.99,1085.57,26453.2,,7546.84,4867.66,NA
03-05-10,4217.18,89.72,28630.82,1157.83,8435.63,709.51,145.41,166.14,NA,349.11,12291.32,1085.57,26453.2,,7552.9,4878.46,NA
04-05-10,4205.54,89.66,27935.85,1148.66,8452.61,703.03,144.97,165.46,NA,346.68,12309.92,1097.14,26837.03,,7540.79,4903.24,NA
05-05-10,4243.57,90.54,27616.68,1126.73,8271.34,688.61,144.86,165.32,NA,346.68,12247.47,1115.19,27095.2,,7444.58,4891.61,NA
06-05-10,4270.74,91.26,27512.83,1126.35,8212.64,692.66,145.09,165.35,NA,347.54,12115.2,1115.19,27095.2,,7438.7,4902.63,NA
07-05-10,4277.63,91.18,26515.07,1079.06,7822.58,663.91,145.02,165.33,NA,343.48,12171.89,1126.67,27503.36,,7428.76,4924.55,NA
10-05-10,4237.35,90.11,27661.61,1106.71,8076.97,680.22,145.06,165.34,NA,336.73,12188.11,1134.96,27714.39,,7421.28,4925.33,NA
11-05-10,4226.63,89.79,27513.98,1089.25,7924.86,670.01,144.61,165.34,NA,338.37,12188.48,1133.13,27686.29,,7378.69,4910.93,NA
12-05-10,4241.79,89.94,28178.23,1077.36,7934.46,659.76,144.83,165.8,NA,337.15,12189.55,1131.96,27816.29,,7378.47,4901.51,NA
13-05-10,4251.2,90.39,28041.85,1081.15,7990.65,661.29,144.83,165.8,NA,331.7,12229.74,1135.34,27859.99,,7378.47,4898.55,NA
14-05-10,4288.84,91.13,27342.35,1042.11,7748.45,634.77,146,167.52,NA,328.93,12294.67,1133.37,27753.13,,7396.22,4931.92,NA
17-05-10,4285.61,90.86,27306.74,1022.92,7671.69,617.82,145.95,166.61,NA,322.71,12365.54,1122.23,27383.91,,7396.98,4935.38,NA
18-05-10,4299.5,91.06,27573.83,1034.88,7801.86,619.88,145.51,165.96,NA,327.73,12423.34,1134.66,27437.25,,7301.48,4943.69,NA
19-05-10,4305.85,92.09,27175.04,985.85,7495.71,587.29,146.43,167.32,NA,330.16,12457.59,1137.28,27424.47,,7251.89,4916.9,NA
20-05-10,4306.3,92.14,26337.51,966.72,7394.23,570.73,146.8,167.36,NA,331.04,12436.9,1131.37,27227.26,,7215.6,4928.03,NA
21-05-10,4314.9,92.28,26258.21,961.97,7370.61,565.92,147.53,168.53,NA,330.1,12370.36,1113.63,26784.9,,7208.99,4955.66,NA
24-05-10,4319.66,92.63,26777.79,955.13,7295.53,561.35,147.53,168.53,NA,328.07,12059.91,1101.89,26400.62,,7205.34,4941.69,NA
25-05-10,4320.06,92.58,26179.84,883.73,6831.97,513.13,147.46,168.5,NA,325.6,11927.4,1081.22,25908.12,,7231.13,4939.54,NA
26-05-10,4262.24,91.87,27047.51,918.07,7094.59,533.91,147.24,168.07,NA,320.43,11984.88,1062.26,25573.66,,7238.36,4924.94,NA
27-05-10,4203.4,90.7,27449.74,947.95,7270.14,555.97,147.25,168.07,NA,321.02,12071.54,1070.24,25849.42,,7269.66,4924.94,NA
28-05-10,4221.11,91.86,27202.72,967.36,7431.73,569.54,146.97,167.5,NA,323.84,11990.24,1091.42,26183.21,,7269.48,4924.94,NA
31-05-10,4241.81,92.33,27145.36,965.36,7458.45,566.21,149.89,171.84,NA,326.63,12068.53,1091.42,26183.21,,7279.99,4924.94,NA
01-06-10,4241.81,92.33,27309.06,947.88,7329.02,556.65,150.15,172.4,NA,329.33,12076.82,1092.34,26441.95,,7274.19,4956.19,NA
02-06-10,4212.22,91.26,27248.11,953.3,7332.91,562.92,150.25,172.55,NA,328.2,12149.65,1089.04,26195.74,,7275.07,4946.04,NA
03-06-10,4234.29,92.65,27135.78,972.86,7445.92,576.35,150.78,173.44,NA,330.11,12131.7,1074.51,25939.19,,7278.61,4953.67,NA
04-06-10,4242.1,92.93,26558.14,947.63,7300.08,558.7,151.37,174.3,NA,330.28,12162.58,1086.25,26153.47,,7278.47,4960.78,NA
07-06-10,4249.44,92.85,26193.37,938.01,7251.53,552.75,149.3,171.45,NA,329.5,12178,1077.89,25789.83,,7321.16,4971.94,NA
08-06-10,4257.58,92.87,26019.71,930.54,7255.78,546.08,149.6,171.91,NA,329.14,12270.46,1067.29,25398.35,,7385.17,4959.72,NA
09-06-10,4247.09,92.44,26650.86,932.75,7303.09,546.12,148.14,169.74,NA,328.19,12326.19,1056.88,25278,,7388.82,4969.84,NA
