,KENYA NAIROBI SE (NSE20) - PRICE INDEX,KENYA NAIROBI SE ALL SHARE - PRICE INDEX,FTSE/JSE ALL SHARE - PRICE INDEX,EGX 100 IDX - PRICE INDEX,EGX 20 CAPPED IDX 'DEAD' - PRICE INDEX,EGX 70 IDX - PRICE INDEX,BRVM COMPOSITE - PRICE INDEX,BRVM TOP TEN - PRICE INDEX,GHANA COMPOSITE GSE-CI - PRICE INDEX,MAURITIUS SE SEM 10 - PRICE INDEX,MOROCCO ALL SHARE (MASI) - PRICE INDEX,NIGERIA SE 30 INDEX - PRICE INDEX,NIGERIA ALL SHARE - PRICE INDEX,ZM LUSAKA SE ALL SHARE INDEX NADJ,BOTSWANA SE DMS COS. IDX. - PRICE INDEX,TUNISIA TUNINDEX - PRICE INDEX,TUNISIA TUNINDEX 20 - PRICE INDEX
CURRENCY,KS,KS,R,E?,E?,E?,,,,,,,,,,,
10-06-10,4263.06,92.76,27133.87,923.83,7204.17,539.62,147.95,169.48,NA,327.74,12329.51,1049.08,25214.18,,7402.35,4971.53,NA
11-06-10,4272.72,93.18,26849.17,935.95,7266.18,546.89,147.55,168.88,NA,327.02,12290.23,1053.06,25422.79,,7417.78,4968.7,NA
14-06-10,4298.84,93.52,27446.09,934.62,7270.57,544.83,145.76,166.29,NA,327.02,12225.83,1056.31,25444.96,,7404.15,4956.55,NA
15-06-10,4315.31,93.94,27682.72,931.89,7260.98,540.87,146.86,167.93,NA,328.88,12282.72,1056.4,25526.49,,7401.31,4971.48,NA
16-06-10,4337.63,94.35,27682.72,939.97,7331.91,544.22,147.23,169.52,NA,330.46,12155.61,1059.96,25719.32,,7413.49,4959.7,NA
17-06-10,4327.4,94.39,27799.03,951.2,7397.86,551.81,147.45,169.72,NA,331.96,12086.67,1070.87,25913.44,,7406.11,4965.76,NA
18-06-10,4312.44,94.32,27761.7,967.25,7505.36,562.47,146.7,168.72,NA,333.28,12056.74,1080.77,25861.93,,7311.75,4971.35,NA
21-06-10,4284.62,93.85,28029.33,964.33,7526.36,557.94,145.27,166.43,NA,334.18,12033.41,1073.24,25782.61,,7306.14,4960.06,NA
22-06-10,4272.97,93.95,27917.51,944,7312.06,546.03,145.49,167.13,NA,334.18,11972.21,1069.35,25755.46,,7314.61,4957.85,NA
23-06-10,4277.64,94.09,27617.91,943.12,7267.68,547.23,145.11,166.61,NA,334.3,12055.36,1060.26,25554.35,,7326.37,4947.55,NA
24-06-10,4309.51,94.59,27413.65,943.09,7254.29,548.98,144.9,166.2,NA,334.37,12062.06,1055.93,25343.02,,7326.37,4938.97,NA
25-06-10,4296.61,94.73,27258.07,944.43,7229.98,549.51,144.82,166.2,NA,334.11,12014.97,1041.85,25154.26,,7339.47,4929.06,NA
28-06-10,4318.8,94.64,27289.72,942.71,7176.12,550.39,143.52,164.27,NA,333.6,11940.13,1048.91,25284.18,,7361.1,4914.86,NA
29-06-10,4339.52,95,26698.7,918.37,7011.63,534.73,143.59,164.31,NA,333.78,11843.71,1056.58,25412.39,,7353.01,4904.48,NA
30-06-10,4339.28,95.1,26258.82,908.67,6925.6,527.67,142.76,162.89,NA,333.78,11773.87,1059.59,25384.14,,7352.01,4914.43,NA
01-07-10,4313.01,95.03,26009.53,908.67,6925.6,527.67,142.68,162.4,NA,331.92,11704.46,1047.56,25134.63,,7352.01,4931.38,NA
02-07-10,4324.63,95,26314.56,895.03,6764.88,523.3,141.71,161.08,NA,332.73,11785.96,1054.26,25223.7,,7358.43,4926.48,NA
05-07-10,4323.85,94.72,26182.67,895.45,6695.4,526.43,141.49,160.69,NA,333.44,11771.17,1049.39,25149.59,,7368.83,4926.35,NA
06-07-10,4309.41,94.94,26723.87,919.96,6871.68,540.31,139.66,159.06,NA,331.67,11745.08,1051.41,25170.31,,7372.66,4948.8,NA
07-07-10,4304.38,94.9,26854.92,903.96,6760.81,530.34,139.75,159.15,NA,331.13,11673.94,1048.14,25074.85,,7385.78,4955.96,NA
08-07-10,4321.39,95.24,27061.19,915.64,6860.56,537.46,139.92,159.44,NA,330.9,11766.88,1037.8,24776.04,,7390.29,4963.38,NA
09-07-10,4308.35,95.09,27272.31,945.1,6956.04,561.46,140.55,160.38,NA,332.45,11739.71,1033.49,24566.99,,7397.05,4956.61,NA
12-07-10,4322.99,95.28,27192.31,937.84,6815.61,560.6,140.24,159.87,NA,332.32,11830.82,1039.82,24628.37,,7402.4,4946.52,NA
13-07-10,4310.81,95.38,27495.94,950.27,6860.92,569.51,141.13,161.52,NA,333.84,11967.57,1042.71,24842.01,,7402.4,4956.18,NA
14-07-10,4329.95,96.18,27443.67,957.64,6900.7,576.6,141.23,162.98,NA,336.89,11915.89,1049.6,24779.68,,7401.08,4948.99,NA
15-07-10,4344.84,96.5,27474.68,963.85,6899.71,581.94,140.64,162.95,NA,338.95,11893.57,1053.93,24744.95,,7411.08,4938.97,NA
16-07-10,4372.53,97.06,27529.83,960.86,6807.15,584.44,140.64,162.98,NA,337.43,11846.22,1058,24846.64,,7414.39,4924.77,NA
19-07-10,4332.52,96.55,27329.75,962.44,6822.8,585.92,142.22,165.21,NA,336.47,11812.85,1055.94,24766.14,,7414.39,4918.74,NA
20-07-10,4345.3,96.69,27349.61,948.05,6744.7,575.9,142,164.89,NA,338.77,11804.54,1061.46,24816.83,,7414.39,4923.17,NA
21-07-10,4329.95,95.87,27833.52,946.93,6794.2,572.03,141.98,165.08,NA,338.66,11809.2,1066.36,24963.99,,7410.12,4953.61,NA
22-07-10,4345.86,95.88,28274.03,952.57,6854.37,575.97,140.41,162.87,NA,337.94,11827.2,1068.06,25056.07,,7410.12,4969.66,NA
23-07-10,4329.92,95.56,28424.17,965.72,6935.85,585.19,140.82,163.16,NA,336.93,11857.08,1068.93,25269.36,,7423.44,4987.33,NA
26-07-10,4326.01,94.84,28499,968.59,6942.09,588.1,141.39,163.39,NA,336.3,11793.46,1075.85,25527.44,,7423.34,4980.57,NA
27-07-10,4325.2,95.25,28461.48,978.79,7022.76,593.84,142.29,164.97,NA,336.82,11785.63,1095.98,25927.95,,7430.44,5004.23,NA
28-07-10,4338.25,95.53,28367.26,981.84,7032.23,597.76,142.28,165,NA,340.12,11787.69,1098.44,25889.98,,7471.56,5040.95,NA
29-07-10,4398.32,96.94,28550.07,995.3,7117.91,606.22,142.33,165.35,NA,340.32,11782.52,1112.86,25905.36,,7472.62,5080.69,NA
30-07-10,4438.58,97.74,28355.21,1007.37,7174.01,613.83,142.6,165.7,NA,340.49,11782.52,1112.26,25870.49,,7473.88,5133.68,NA
02-08-10,4494.78,99.12,28883.19,1002.63,7118,610.4,142.91,166.03,NA,341.3,11785.93,1107.74,25673.67,,7447.35,5141.9,NA
03-08-10,4591.04,100.87,28627.17,1004,7121.04,609.9,142.93,166.19,NA,342.03,11743.41,1099.97,25457.84,,7447.6,5139.45,NA
04-08-10,4591.04,100.87,28540.46,999,7119.61,605.12,142.55,165.56,NA,345.25,11753.81,1116.02,25732.94,,7445.16,5134.79,NA
05-08-10,4667.47,102.16,28527.88,1011.42,7232.53,610.64,143.79,167.09,NA,347.18,11709.38,1075.13,25715.39,,7421.35,5162.42,NA
06-08-10,4674.31,102.26,28282.12,1010.43,7218.39,609.07,143.97,167.24,NA,347.26,11761.11,1119.41,25786.17,,7421.91,5177.73,NA
09-08-10,4666.36,102.27,28282.12,1019.39,7266.83,614.49,144.92,168.65,NA,346.76,11775.56,1114.78,25647.63,,7416.42,5165.55,NA
10-08-10,4626.41,101.47,27917.7,1026.01,7296.26,618.5,144.14,167.43,NA,347.63,11789.13,1103.77,25350.98,,7416.33,5162.34,NA
11-08-10,4554.24,101.47,27461.76,1013.44,7207.49,610.33,144.04,167.18,NA,347.19,11699.48,1088.07,25032.09,,7408.96,5171.36,NA
12-08-10,4544.52,98.86,27467.15,1005.91,7163.99,606.99,144.08,167.2,NA,344.11,11626.06,1084.05,25015.6,,7402.71,5192.01,NA
13-08-10,4495.27,98.1,27526.23,1006.15,7119.53,609.25,144.06,167.07,NA,342.84,11628.28,1077.53,25012.16,,7391.14,5192.01,NA
16-08-10,4532.46,98.91,27583.09,1003.18,7098.56,607.77,144.49,167.56,NA,342.06,11651.9,1086.18,25156.46,,7368.58,5212.49,NA
17-08-10,4574.54,100.04,27680.73,1015.76,7207.6,614.13,144.55,167.86,NA,342.35,11617.37,1096.97,25228.22,,7364.29,5218.09,NA
18-08-10,4604.77,100.71,27287.09,1010.82,7197.51,611.07,142.86,165.33,NA,342.35,11540.06,1051.87,25170.03,,7347.9,5215.15,NA
19-08-10,4603.26,100.49,27148.75,1015.07,7207.89,613.76,142.69,165.04,NA,341.17,11499.64,1052.32,25197.92,,7355.28,5239.9,NA
20-08-10,4597.07,99.54,26989.63,1010.36,7198.53,610.62,141.62,163.42,NA,341.02,11499.64,1048.79,25106.86,,7399.25,5248.21,NA
23-08-10,4588.61,98.5,27361.7,1019.53,7298.04,615.54,141.1,162.6,NA,341.34,11595.85,1045.39,24976.65,,7396.6,5269.69,NA
24-08-10,4564.83,98.39,27069.73,1014.39,7315.41,610.06,141.26,162.91,NA,340.54,11604.34,1029.66,24503.61,,7377.47,5279.9,NA
25-08-10,4541.7,97.8,26470.47,1000.09,7216.58,601.03,141.58,163.32,NA,339.53,11727.77,1017.95,24111.51,,7370.53,5308.32,NA
26-08-10,4509.56,96.31,26873.08,1009.49,7295.06,606.58,143.69,165.68,NA,340.59,11752.03,1022.64,24175.53,,7428.99,5308.04,NA
27-08-10,4509.56,96.31,26738.91,1008.39,7292.37,606.35,145.25,167.69,NA,341.04,11764.99,1021.72,24274.52,,7437.92,5303.62,NA
30-08-10,4476.19,96.13,27142,1003.8,7294.76,601.85,144.67,167.56,NA,338.36,11746.55,1013.81,24221.13,,7437.53,5315.52,NA
31-08-10,4454.59,95.93,27253.87,987.6,7235.13,589.94,144.33,167.3,NA,336.21,11736.15,1017.96,24268.24,,7429.75,5345.18,NA
01-09-10,4446.68,95.78,27979.26,1006.47,7333.27,602.17,145.65,169.27,NA,333.89,11701,1017.14,24247.05,,7478.82,5397.51,NA
02-09-10,4466.96,96.11,27840.98,1008.15,7384.51,602.03,145.3,168.21,NA,329.73,11679.68,1013.44,24203.18,,7479.83,5402.16,NA
03-09-10,4437.69,95.58,27942.89,1007.4,7392.48,599.59,145.99,168.59,NA,329.74,11701.11,1019.79,24241.84,,7483.6,5406.8,NA
06-09-10,4427.77,95.14,27980.6,1008.8,7376,599.84,145.99,168.59,NA,330.75,11724.23,1008.28,24085.15,,7460.76,5411.55,NA
07-09-10,4424.72,95.19,27665.29,1002.78,7311.22,596.98,145.21,167.78,NA,328.88,11718.21,1004.49,23918.11,,7459.96,5419.45,NA
08-09-10,4442.6,95.56,27911.14,1010.22,7365.53,601.49,144.23,166.17,NA,328.7,11721.3,1002.27,23802.79,,7455.49,5400.21,NA
09-09-10,4457.47,95.38,27984.93,1010.22,7365.53,601.49,145.05,167.4,NA,329.34,11694.4,1002.27,23802.79,,7454.44,5400.21,NA
10-09-10,4486.28,95.6,28087.1,1010.22,7365.53,601.49,145.05,167.4,NA,329.34,11694.4,1002.27,23802.79,,7450.78,5400.21,NA
13-09-10,4503.86,95.59,28491.34,1023.55,7488.66,608.62,144.63,166.71,NA,330.34,11743.06,996.13,23531.55,,7445.09,5419.61,NA
14-09-10,4545.86,96.98,28502.19,1019.41,7476.67,603.96,144.88,167.24,NA,330.2,11695.45,984.42,23265.75,,7448.91,5437.33,NA
15-09-10,4547.37,97.7,28502.08,1018.62,7379.12,604,143.76,165.72,NA,332.82,11719.85,992,23316.57,,7338.22,5466.9,NA
16-09-10,4541.25,97.76,28464.93,1015.03,7336.42,602.83,144.37,166.42,NA,334.19,11671.52,982.38,22993.43,,7338.42,5519.26,NA
17-09-10,4549.87,97.81,28413.56,1024.81,7387.81,610.18,143.97,165.96,NA,336.56,11683.77,979.36,22993.77,,7336.56,5558.88,NA
20-09-10,4583.01,98.43,28710.93,1031.02,7427.44,613.38,144.27,166.46,NA,339.28,11705.57,974.83,22879.33,,7341.07,5598.05,NA
21-09-10,4579.93,98.21,28724.74,1050.24,7500.87,628.09,144.59,166.56,NA,341.72,11698.41,970.91,22856.71,,7344.44,5556.52,NA
22-09-10,4613.75,98.68,28722.72,1059.51,7512.97,637.2,144.9,166.82,NA,340.74,11758.3,966.1,22771.69,,7340.94,5531.97,NA
23-09-10,4601.81,98.33,28714.77,1067.14,7570.67,644.26,145.52,167.59,NA,339.98,11722.95,965.83,22712.8,,7343.59,5542.22,NA
24-09-10,4581.72,98.38,28714.77,1076.87,7597.47,652.87,145.48,167.38,NA,336.76,11718.23,973.58,22689.09,,7346.3,5581.63,NA
27-09-10,4589.83,97.79,28959.42,1069.5,7525.69,650.92,147.48,170.27,NA,335.59,11717.67,956.43,22407.5,,7354.99,5599.28,NA
28-09-10,4605.11,98.4,28972.47,1075.15,7525.05,657.12,145.88,166.82,NA,338.41,11823.12,971.03,22429.09,,7389.32,5610.38,NA
29-09-10,4643.7,98.68,29069.83,1081.82,7526.58,663.48,147.64,170,NA,339.66,11847.79,981.54,22674.43,,7393.36,5655.22,NA
30-09-10,4629.8,98.92,29456.04,1077.31,7479.27,660.58,147.67,169.98,NA,338.33,11896.36,1002.45,23050.59,,7393.36,5681.39,NA
01-10-10,4636.18,99.15,29266.73,1102.31,7594.59,680.3,147.75,170.16,NA,337.87,11825.45,1002.45,23050.59,,7393.36,5676.83,NA
04-10-10,4623.81,99.38,29294.97,1113.37,7692.57,684.55,148.21,170.48,NA,338.37,11773.33,1012.3,23747.81,,7421.86,5636.5,NA
05-10-10,4623.19,99.38,29569.04,1111.42,7710.32,682.09,148.45,170.81,NA,340.42,11637.07,1036.91,24263.01,,7427.73,5578.52,NA
06-10-10,4638.18,100.09,29697.98,1111.42,7710.32,682.09,148.21,170.48,NA,342.76,11750.21,1023.42,24035.92,,7423.77,5355.99,NA
07-10-10,4626.19,100.59,29524.11,1119.86,7758.72,690.76,148.46,170.51,NA,343.5,11867,1002.07,23623.81,,7430.06,5532.88,NA
08-10-10,4620.21,100.41,29647.99,1124.71,7703.2,697.34,148.73,169.57,NA,345.29,11862.31,1016.16,23772.4,,7430.88,5524.12,NA
11-10-10,4611.37,100.33,29747.11,1120.47,7682.2,693.75,149.04,169.95,NA,346.61,11836.22,1034.46,24206.5,,7426.03,5464.37,NA
12-10-10,4642.28,100.53,29779.15,1127.39,7710.97,699.59,149.4,170.3,NA,347.5,11901.45,1045.73,24430.2,,7411.09,5382.35,NA
13-10-10,4612.57,100.29,30267.46,1138.14,7787.59,706.74,148.92,170.36,NA,350.58,11999.37,1035.93,24437.23,,7405.98,5420.47,NA
14-10-10,4608.36,100.45,30251.34,1133.19,7757.89,703,149.93,171.95,NA,354.41,12082.35,1037.06,24485.17,,7401.81,5404.79,NA
15-10-10,4625.96,100.85,30065.99,1137.23,7747.55,705,150.06,172.14,NA,355.74,12113.52,1061.74,25077.73,,7395.91,5390.42,NA
18-10-10,4629.26,101.27,30177.05,1128.85,7714.29,699,150.03,171.39,NA,353.85,12042.35,1057.62,25278.23,,7380.16,5369.62,NA
19-10-10,4648.2,101.91,30003.08,1126.22,7690.56,695.28,149.69,170.18,NA,351.05,12067.79,1063.11,25211.28,,7378.43,5395.32,NA
20-10-10,4648.2,101.91,30080.5,1107.47,7589.66,681.87,150.14,170.79,NA,348.68,12180.35,1051.95,24891.72,,7377.99,5391.39,NA
21-10-10,4664.03,102.15,30439.46,1119.59,7674.34,690.19,150.16,170.57,NA,347.55,12338.24,1040.83,24540.71,,7384.82,5393.19,NA
22-10-10,4678.1,102.77,30118.16,1127.53,7682.35,695.71,150.5,170.34,NA,348.15,12325.96,1059.47,24986.87,,7381.11,5390.07,NA
25-10-10,4666.21,102.9,30262.64,1123.49,7731.22,690.59,149.78,169.48,NA,349.16,12357.76,1056.19,25065.46,,7374.82,5356.05,NA
26-10-10,4701.15,103.36,30133.78,1111.08,7672.07,682.22,150.4,170.49,NA,349.77,12253.73,1052.16,24942.06,,7384.18,5301.78,NA
27-10-10,4649.52,102.24,29955.84,1089.65,7564.97,667.82,150.52,170.93,NA,351.41,12239.51,995.07,24996.14,,7388.63,5301.93,NA
28-10-10,4640.42,101.95,30186.58,1091.22,7569.36,668.43,151.28,171.9,NA,352.46,12230.59,1054.71,25067.75,,7394.74,5234.41,NA
29-10-10,4659.56,102.36,30430.9,1090.39,7533.11,668.24,154.37,176.5,NA,354.46,12196.7,1050.87,25042.16,,7354.43,5123.54,NA
01-11-10,4675.17,102.73,30637.96,1082.03,7474.12,662.86,154.37,176.5,NA,355.5,12155.85,1051.76,25102.2,,7355.77,5023.49,NA
02-11-10,4686.98,102.56,30609.63,1096.26,7524.95,676.58,155,177,NA,355.5,12148.01,1051.59,24804.89,,7332.56,5183.05,NA
03-11-10,4647.21,101.66,30817.97,1104.23,7602.86,680.76,155.48,177.86,NA,354.48,12131.63,1049.18,24782.82,,7349.55,5182.73,NA
04-11-10,4629.03,101.95,31327.9,1111.55,7660.46,684.66,158,182,NA,355.62,12207.32,1049.11,24822.16,,7367.87,5158.49,NA
05-11-10,4652.09,101.95,31456.46,1124.23,7743.73,692.5,159.17,182.96,NA,355.62,12229.27,1045.64,24800.54,,7343.98,5169.99,NA
08-11-10,4668,102.27,31388.98,1118.38,7764.71,686.08,159.64,183.64,NA,357.62,12263.41,1043.5,24728.08,,7341.09,5141.72,NA
09-11-10,4626.47,101.88,31662.14,1116.25,7748.62,684.72,158.51,182.05,NA,361.69,12248.93,1064.45,25383.37,,7309.63,5170.31,NA
10-11-10,4622.46,101.64,31517.83,1120.84,7767.05,688.13,157.76,180.92,NA,360.78,12261.64,1084.32,25416.21,,7302.93,5239.23,NA
11-11-10,4587.49,101.36,31560.07,1116.75,7687.67,687.13,158,181,NA,361.19,12238.52,1095.84,25894.42,,7315.05,5296.85,NA
12-11-10,4595.28,101.79,31692.8,1120.84,7666.38,691.92,157.32,180.09,NA,361.09,12235.44,1079.91,25891.13,,7311.27,5327.37,NA
15-11-10,4574.28,101.51,31816.61,1120.84,7666.38,691.92,157.32,180.09,NA,362.93,12219.58,1076.55,25301.34,,7315.77,5348.73,NA
16-11-10,4546.28,100.75,31419.68,1120.84,7666.38,691.92,157.32,180.09,NA,365.46,12229.91,1076.55,25301.34,,7315.32,5348.73,NA
17-11-10,4541.2,100.62,31345.17,1120.84,7666.38,691.92,157.05,179.79,NA,367.89,12229.91,1076.55,25301.34,,7293.8,5348.73,NA
18-11-10,4555.28,100.52,31574,1132.58,7784.82,698.45,157.89,180.82,NA,365.85,12229.91,1077.7,25286.77,,7202.19,5341.59,NA
19-11-10,4580.33,100.73,31398.82,1148.63,7890.56,708.7,157.45,180.22,NA,364.35,12326.38,1076.8,24959.31,,7174.03,5329.54,NA
22-11-10,4577.17,100.71,31403.81,1150.93,7951.18,708.66,157.81,180.58,NA,364.59,12302.33,1071.98,25863.85,,7158.61,5321.64,NA
23-11-10,4576.8,100.38,30895.07,1151.16,7833.25,714.25,157.16,179.76,NA,364.39,12282.1,1059.86,25628.8,,7152.96,5295.93,NA
24-11-10,4548.77,100.17,31112.49,1157.41,7780.08,723.16,156.31,178.51,NA,361.06,12263.91,1050.06,24462.73,,7149.9,5284.26,NA
25-11-10,4528.26,99.63,31298.22,1161.57,7791.87,725.6,157.17,179.79,NA,362.53,12184.22,1053.93,24529.56,,7144.74,5269.48,NA
26-11-10,4471.42,98.92,31181.38,1176.13,7736.72,741.22,157.39,180.14,NA,363.67,12115.95,1058.2,24614.05,,7161.61,5283.53,NA
29-11-10,4435.51,98.51,30716.24,1173.5,7767.27,737.52,157.55,180.3,NA,362.89,12208.89,1061.49,24665.5,,7140.35,5276.55,NA
30-11-10,4395.17,98.01,30266.4,1160.41,7645.91,730.69,157.09,179.9,NA,362.88,12224.2,1061.17,24765,,7137,5274.71,NA
01-12-10,4390.98,97.13,30787.32,1162.46,7628.87,733.89,156.82,179.57,NA,364.94,12302.58,1066.41,24856.84,,7116.53,5261.07,NA
02-12-10,4388.43,97.41,31145.18,1162.24,7637.1,734.52,156.81,179.53,NA,366.87,12360.55,1072.14,24943.39,,7118.51,5266.29,NA
03-12-10,4385.03,97.36,31376.93,1168.04,7699.55,735.05,156.82,179.57,NA,367.03,12401.03,1068.45,24807.04,,7099.5,5250.6,NA
06-12-10,4376.77,97.27,31655.93,1165.3,7670.21,732.75,156.87,179.71,NA,368.73,12523.27,1066.38,24785.58,,7086.21,5250.6,NA
07-12-10,4378.63,97.25,31764.37,1165.3,7670.21,732.75,155.21,177.38,NA,370.12,12523.27,1057.88,24637.67,,6993.42,5250.6,NA
08-12-10,4381.4,97.47,31769.88,1176.72,7729.31,743.15,156,178.99,NA,370.62,12749.42,1061.04,24680.87,,6667.36,5238.95,NA
09-12-10,4371.89,97.75,31617.66,1187.95,7820.14,751.55,156.3,179,NA,368.57,12932.38,1054.89,24600.95,,6653.86,5228,NA
10-12-10,4383.36,97.51,31488.81,1195.28,7866.76,756.34,156.49,179.28,NA,367.3,12813.85,1045.11,24444.38,,6637.46,5207.11,NA
13-12-10,4383.36,97.51,31565.18,1192.06,7884.7,753.25,155.95,178.72,NA,365.8,12725.25,1039.45,24283.24,,6618.63,5168.84,NA
14-12-10,4384.23,97.38,31666.64,1189.24,7911.51,749.11,156.13,179.08,NA,365.33,12623,1039.71,24302.67,,6458.61,5132.04,NA
15-12-10,4382.43,96.91,31703.61,1174.05,7836.89,738.35,156.14,179.07,NA,365.07,12590.34,1050,24519.39,,6419.09,5161.36,NA
16-12-10,4368.31,96.48,31703.61,1170.99,7791.58,738.99,156.43,179.74,NA,365.44,12591.57,1058.3,24438.58,,6418.17,5169.09,NA
17-12-10,4326.08,96.68,31631.07,1168.86,7766.27,738.99,156.68,180.11,NA,364.84,12714.58,1051.6,24444.44,,6419.54,5175.97,NA
20-12-10,4364.49,96.55,31732.52,1159.98,7784.46,729.93,156.86,180.4,NA,363.65,12718.53,1057.69,24420.34,,6418.86,5170.38,NA
21-12-10,4329.71,96.06,32063.81,1155.29,7824.11,723.98,157.51,181.35,NA,359.86,12768.78,1056.4,24410.98,,6418.86,5174.66,NA
22-12-10,4334.16,96.25,32058.97,1151.79,7793.52,722.01,158.1,182.21,NA,363.22,12765.31,1067.47,24592.12,,6386.95,5170.1,NA
23-12-10,4337.06,96.49,32127.31,1163.73,7848.15,729.35,158.77,182.9,NA,364.99,12732.48,1071.65,24700.15,,6392.1,5150.94,NA
24-12-10,4361.27,96.84,32037.06,1157.62,7820.16,725.05,158.63,182.52,NA,365.42,12645.3,1069.94,24686.6,,6391.68,5167.01,NA
27-12-10,4359.49,96.51,32037.06,1157.89,7863.94,723.48,159.33,183.54,NA,364.61,12570.49,1069.94,24686.6,,6391.68,5141.23,NA
28-12-10,4347.9,96.69,32012.31,1161.53,7929.34,723.37,159.04,183.08,NA,365.05,12492.72,1069.94,24686.6,,6391.68,5086.16,NA
29-12-10,4396.37,96.93,32123.4,1161.64,7969,721.65,159.01,183.07,NA,367.12,12458.57,1073.69,24733.57,,6387.52,5048.11,NA
30-12-10,4396.49,97.27,32210.04,1166.24,8024.25,721.54,158.86,182.62,NA,370.04,12637.66,1078,24767.26,,6414.77,5081.54,NA
31-12-10,4432.6,97.82,32118.89,1185.65,7976.51,741.31,159.1,182.96,NA,373.22,12655.2,1077.25,24771.86,,6412.94,5112.52,NA
03-01-11,4495.41,99.23,32308.11,1192.74,7989.2,749.04,159.32,183.28,NA,373.22,12584.89,1077.25,24771.86,,6412.94,5128.23,NA
04-01-11,4486.49,99.62,32427.4,1209.97,8132.84,757.28,159.63,183.66,992.25,375.7,12772.31,1096.83,25105.3,,6412.94,5170.48,NA
05-01-11,4531.11,100.59,32010.53,1208.66,8163.59,753.51,160.25,184.68,995.17,377.77,12904.66,1135.48,25980.53,,6415.65,5202.41,NA
06-01-11,4594.45,102.69,32115.88,1220.42,8154.79,764.32,163.23,188.72,993.89,380,12984.02,1163.63,26502.56,,6411.47,5191.41,NA
07-01-11,4621.66,103.52,31929.72,1220.42,8154.79,764.32,168.94,196.84,995.5,377.97,13027.52,1145.29,26168.72,,6470.75,5217.41,NA
10-01-11,4610.92,102.74,31698.49,1234.81,8172.48,778.96,174.43,204.75,1001.63,380.04,13154.15,1134.33,26003.68,,6498.11,5079.28,NA
11-01-11,4579.52,102.04,32162.15,1234.68,8117.84,780.55,174.89,205.41,1004.15,381.18,13154.15,1139.42,26142.86,,6564.24,4893.46,NA
12-01-11,4547.34,101.48,32483.94,1241.72,8110.67,787.82,174.49,204.83,998.37,383.48,13397.47,1163.11,26521.73,,6580.45,4726.75,NA
13-01-11,4563.65,101.91,32632.15,1244.56,8129.41,788.05,174.63,204.96,998.05,383.23,13350.48,1186.1,27015.65,,6596.02,4534.88,NA
14-01-11,4551.07,101.75,32661.06,1230.1,8044.52,777.77,173.32,203.02,1000.64,382.96,13292.27,1203.69,27267.17,,6610.16,4552.8,NA
17-01-11,4541.7,101.24,32316.2,1185.32,7847.88,742.99,171.75,200.73,997.75,390.9,13089.33,1193.15,27129.14,,6662.42,4552.8,NA
18-01-11,4540.31,100.76,32559.72,1134.42,7614.43,708.01,170.86,199.39,1001.24,392.09,13044.86,1180.56,26952.3,,6697.43,4552.8,NA
19-01-11,4547.14,100.83,32363.75,1119.62,7558.46,697.37,170.43,198.74,1004.8,393.28,12987.87,1197.64,27244.46,,6741.96,4552.8,NA
20-01-11,4537.3,100.69,31837.14,1134.11,7620.83,708.42,168.83,196.52,1007.72,393.28,13042.95,1212.45,27515.31,,6735.92,4552.8,NA
21-01-11,4514.59,100.77,32140.01,1117.19,7604.95,692.59,169.06,196.85,1016.5,393.2,13151.07,1216.21,27684.45,,6742.95,4552.8,NA
24-01-11,4501.88,100.78,31869.06,1132.54,7641.57,709.14,169.21,197.08,1019.52,387.31,13152.15,1216.61,27733.23,,6753.42,4552.8,NA
25-01-11,4498.29,100.64,31656.63,1132.54,7641.57,709.14,168.88,196.64,1022.35,388.65,13154.19,1216.69,27796.32,,6769.84,4552.8,NA
26-01-11,4516.4,101.05,31965.24,1029.04,7150.39,635.12,168.59,196.34,1024.19,388.65,13183.91,1216.11,27767.74,,6796.98,4552.8,NA
27-01-11,4526.78,101.11,32138.54,884.79,6378.73,537.17,168.21,195.82,1044.9,390.03,13204.66,1206.55,27566.36,,6803.24,4552.8,NA
28-01-11,4497.14,100.11,31543.05,884.79,6378.73,537.17,165.3,191.69,1052.98,390.73,12860.16,1200.75,27353.87,,6742.95,4552.8,NA
31-01-11,4464.92,99.02,31398.75,884.79,6378.73,537.17,165.02,191.33,1057.14,387.5,12589.31,1171.74,26827.28,,6810.96,4433.02,NA
01-02-11,4431.04,98.63,31838.16,884.79,6378.73,537.17,158.95,182.67,1049.66,387.5,12465.01,1164.14,26719.64,,6808.64,4321.23,NA
02-02-11,4399.99,98.02,32487.61,884.79,6378.73,537.17,158.11,181.67,1051.25,388.09,12616.33,1174.76,26925.65,,6795.97,4324.88,NA
03-02-11,4386.69,97.75,32794.84,884.79,6378.73,537.17,157.47,180.71,1059.28,388.09,12472.43,1172.89,26893.3,,6794.66,4439.98,NA
04-02-11,4390.46,97.91,32902.52,884.79,6378.73,537.17,159.43,183.43,1059.38,387.46,12560.01,1171.74,26760.99,,6796.91,4581.47,NA
07-02-11,4391.29,97.84,32800.23,884.79,6378.73,537.17,161.53,186.47,1050.35,385.77,12755.89,1166.6,26669.91,,6789.31,4712.77,NA
08-02-11,4383.57,97.91,32788.86,884.79,6378.73,537.17,160.95,185.6,1049.11,383.77,12984.01,1164.75,26409.78,,6789.03,4680.71,NA
